class,degree_centrality,in_degree_centrality,out_degree_centrality,in_degree,out_degree,total_degree,betweenness_centrality,betweenness_weighted,closeness_centrality,eigenvector_centrality,pagerank,hub_score,authority_score,katz_centrality,load_centrality,harmonic_centrality,clustering,triangles,burt_constraint,weighted_out,weighted_in
TradeConfig,0.1986062717770035,0.13240418118466898,0.06620209059233449,38,19,57,0.01307229356009844,0.013218488828244926,0.1687994931897371,0.09706441235068644,0.012241162798498122,0.03061287167201725,0.010864604539055515,0.07858696362728197,0.0130621411109216,55.166666666666664,0.003746851729894252,215,0.10290430418191243,53.5,79.50000000000003
Log,0.2264808362369338,0.21254355400696864,0.013937282229965157,61,4,65,0.005395620639523079,0.008518920104285958,0.21342464656173657,0.27696314464286914,0.011506836327062777,0.0003851171269755836,0.11003334678092146,0.09141530244923982,0.005392574904770027,66.66666666666666,0.0027857279760706097,240,0.1440365899412243,5.1,145.5
TestServlet,0.04529616724738676,0.0,0.04529616724738676,0,13,13,0.0,0.0,0.0,0.01273790107747109,0.0024810627037784774,0.005147667111229151,0.0,0.05626122386576776,0.0,0.0,0.005216254707938928,17,0.14168056416556427,22.5,0.0
HttpServlet,0.156794425087108,0.156794425087108,0.0,45,0,45,0.0,0.0,0.156794425087108,0.004458635520934709,0.013294157751954958,0.0,0.0010737023159830667,0.0815900268501364,0.0,45.0,3.295899853627229e-05,2,0.022339222848282655,0.0,90.0
HttpServletRequest,0.16376306620209058,0.16376306620209058,0.0,47,0,47,0.0,0.0,0.16383417478489654,0.01539098379251968,0.02026623653041396,0.0,0.004304255255722407,0.08272650357222493,0.0,47.5,0.00011265565621865344,3,0.03398207390161663,0.0,167.59999999999997
AccountDataBean,0.08013937282229965,0.03832752613240418,0.041811846689895474,11,12,23,0.0014426920350265298,0.0017421602787456446,0.078397212543554,0.1586631752022246,0.0054633695122368,0.01477228004520958,0.051248808521736605,0.06282073964770599,0.001422967276625813,26.416666666666664,0.02038853948653482,90,0.21459333032018438,29.1,54.199999999999996
OrderDataBean,0.06620209059233449,0.03484320557491289,0.0313588850174216,10,9,19,0.00037039035296875016,0.00019391177927763296,0.06917401106784177,0.1432368071574791,0.0039401708133006965,0.017122747010222136,0.043166522862505656,0.06215207950295924,0.0003669095132509766,24.85,0.024025020854626423,88,0.21955373206691003,28.3,44.199999999999996
PrintWriter,0.0975609756097561,0.0975609756097561,0.0,28,0,28,0.0,0.0,0.09848329575732732,0.001982814332146993,0.006317972277596385,0.0,0.0004697005213347722,0.07203124491534246,0.0,29.5,0.0,0,0.036519763440141656,0.0,34.6
ServletContext,0.020905923344947737,0.020905923344947737,0.0,6,0,6,0.0,0.0,0.021341463414634148,0.007477643950907012,0.0036544384427609905,0.0,0.0024323194902389966,0.05964814954248698,0.0,6.5,0.0034428651601066227,1,0.6230267109656017,0.0,26.79999999999998
ServletConfig,0.13937282229965156,0.13937282229965156,0.0,40,0,40,0.0,0.0,0.13937282229965156,0.0008287285200433224,0.0043266097487615895,0.0,0.00019059659991979786,0.07877133953446146,0.0,40.0,6.330548330658218e-06,1,0.02504403944135044,0.0,16.0
HttpServletResponse,0.16376306620209058,0.16376306620209058,0.0,47,0,47,0.0,0.0,0.16383417478489654,0.009878381064662312,0.007822113883727774,0.0,0.002977178797992824,0.08272650357222493,0.0,47.5,4.951083154520465e-05,3,0.12023397719333742,0.0,64.39999999999998
BigDecimal,0.09407665505226481,0.09407665505226481,0.0,27,0,27,0.0,0.0,0.1387961071728944,0.29967086105636437,0.027211158298317512,0.0,0.09955877807129696,0.07236459885548176,0.0,48.16666666666668,0.018819580164949817,85,0.11507814534519063,0.0,224.79999999999998
TradeAppServlet,0.04878048780487805,0.0,0.04878048780487805,0,14,14,0.0,0.0,0.0,0.004581966339512188,0.0024810627037784774,0.0010125573897966907,0.0,0.05626122386576776,0.0,0.0,0.004012870923737701,17,0.1727349431836746,17.099999999999998,0.0
Enumeration,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,0.00013258945062085377,0.002733171170704707,0.0,3.124085545806594e-05,0.05738644834308312,0.0,2.0,0.0,0,0.5,0.0,2.4
TradeServletAction,0.06968641114982578,0.006968641114982578,0.0627177700348432,2,18,20,0.000244412962182997,0.0008162569138178894,0.006968641114982578,0.04009232398736471,0.0028793815355269694,0.01921749277275594,8.033518665199102e-05,0.05738644834308312,0.00024274505981823055,2.0,0.010065542371992912,67,0.13575775820822752,104.29999999999994,3.7
HttpSession,0.04529616724738676,0.04529616724738676,0.0,13,0,13,0.0,0.0,0.04529616724738676,0.003734052648090354,0.004368891088498237,0.0,0.0011412179538221707,0.06358643521309074,0.0,13.0,0.0006797653880443705,2,0.0902890147949107,0.0,21.599999999999998
Invalid,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,4.5607448451600025e-05,0.0026290394126264813,0.0,7.063917202670588e-06,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.2
TradeDirect,0.1916376306620209,0.041811846689895474,0.14982578397212543,12,43,55,0.013578755739034486,0.014369776564898516,0.05807200929152149,0.6314558993375884,0.004400832304399408,0.3779099276520361,0.0007217524621412691,0.06312162636077683,0.013596667560082192,20.000000000000004,0.00484099852133714,139,0.09888421406881406,356.3000000000001,19.3
TradeBuildDB,0.059233449477351915,0.006968641114982578,0.05226480836236934,2,15,17,0.00017766786059468984,0.00029848200579907897,0.006968641114982578,0.02815346235856107,0.002659016440351444,0.007392000034396654,0.00021041116708915656,0.05738644834308312,0.000174622125841638,2.0,0.007404253745728101,30,0.12955014339220594,26.7,4.0
DayTrader,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.0062717770034843206,0.0002805656506104843,0.002582636661050153,0.0,5.156890535913301e-05,0.05683508834919859,0.0,2.0,0.0,0,1.0,0.0,1.2
Object[],0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.03986228637796582,0.00662695767908767,0.0025952371762700648,0.0,0.0026879868169771993,0.05746630439901371,0.0,13.000000000000002,0.019954946907744412,1,0.5400674466770699,0.0,2.4
Db,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.0062717770034843206,0.0008416969518314528,0.0027857845755935046,0.0,0.00015470671607739923,0.05683508834919859,0.0,2.0,0.0,0,1.0,0.0,3.5999999999999996
BufferedReader,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.009291521486643438,0.0005487272350600229,0.0029235838255749795,0.0,0.00010597924449535129,0.057397700587856273,0.0,3.0,0.0,0,0.5,0.0,4.4
ArrayList,0.0313588850174216,0.0313588850174216,0.0,9,0,9,0.0,0.0,0.11157976241416548,0.051983420771207746,0.0039214152441039134,0.0,0.02065819811901513,0.061669160725295186,0.0,36.33333333333333,0.008955561436938953,10,0.19202888544705526,0.0,25.8
InputStream,0.010452961672473868,0.010452961672473868,0.0,3,0,3,0.0,0.0,0.04650600077429346,0.0010783572639547561,0.0027819036994659986,0.0,0.000291236750053859,0.058045840576422446,0.0,14.833333333333334,0.0,0,0.3877551020408163,0.0,2.8
InputStreamReader,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.009291521486643438,0.00024942147048182857,0.002682208668231433,0.0,4.817238386152328e-05,0.057397700587856273,0.0,3.0,0.0,0,0.5,0.0,2.0
TradeConfigServlet,0.0627177700348432,0.0,0.0627177700348432,0,18,18,0.0,0.0,0.0,0.04044996731274649,0.0024810627037784774,0.011021240704104263,0.0,0.05626122386576776,0.0,0.0,0.006327198493771884,25,0.19018187157814115,52.500000000000014,0.0
RunStatsDataBean,0.020905923344947737,0.013937282229965157,0.006968641114982578,4,2,6,0.0,0.0,0.052319250871080136,0.014483310866751087,0.002787434653522997,0.00021668470912220838,0.005326696733000768,0.05866580438146441,0.0,16.5,0.018649677662402546,13,0.20838012961778732,2.4,7.800000000000001
Setting,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.10426305668208907,0.004284488107953401,0.00346285209404974,0.0,0.0009311475128360405,0.05760969794289264,0.0,31.999999999999982,0.06149950763302657,1,0.8317557383097172,0.0,6.0
On,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.10426305668208907,0.0046876570255101795,0.0035110502220745184,0.0,0.0010080351367761791,0.05760969794289264,0.0,31.999999999999982,0.0774845242250206,1,0.7646398984553919,0.0,7.199999999999999
Product,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,0.0007392185197332126,0.0025878349457222572,0.0,0.00012624670025349402,0.05738644834308312,0.0,2.0,0.0,0,0.5,0.0,2.4
DB2,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,0.0007392185197332126,0.0025878349457222572,0.0,0.00012624670025349402,0.05738644834308312,0.0,2.0,0.0,0,0.5,0.0,2.4
Derby,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,0.0007392185197332126,0.0025878349457222572,0.0,0.00012624670025349402,0.05738644834308312,0.0,2.0,0.0,0,0.5,0.0,2.4
Oracle,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,0.0007392185197332126,0.0025878349457222572,0.0,0.00012624670025349402,0.05738644834308312,0.0,2.0,0.0,0,0.5,0.0,2.4
TradeScenarioServlet,0.05574912891986063,0.0,0.05574912891986063,0,16,16,0.0,0.0,0.0,0.008697686811702833,0.0024810627037784774,0.0034655753728120315,0.0,0.05626122386576776,0.0,0.0,0.0015733049430467542,10,0.09706421880997763,24.299999999999997,0.0
Full,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,8.698200216925375e-05,0.002585194461856702,0.0,2.4176938255395046e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.2
Card,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,8.698200216925375e-05,0.002585194461856702,0.0,2.4176938255395046e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.2
HoldingDataBean,0.059233449477351915,0.0313588850174216,0.027874564459930314,9,8,17,0.0012786284563288046,0.0018477457501847744,0.07273968174144185,0.11562566751679575,0.0036577279880075364,0.009662920361424162,0.03811614189476809,0.06159701301964644,0.0012812390861171345,24.9,0.02122561851022342,67,0.2504805306075193,16.599999999999998,34.8
System,0.04529616724738676,0.04529616724738676,0.0,13,0,13,0.0,0.0,0.11777863810384134,0.018172186408671617,0.0031997646211548592,0.0,0.007061543224417615,0.06407601869533393,0.0,39.16666666666667,0.003420648577150961,18,0.13813827331537604,0.0,10.799999999999999
AccountProfileDataBean,0.04529616724738676,0.027874564459930314,0.017421602787456445,8,5,13,0.0006402134450914939,0.0011695621451719013,0.0742710434623143,0.07460837074594355,0.004072909747243703,0.0019965488614909323,0.027962619337508078,0.06107392822904013,0.0006391982001738099,24.78333333333333,0.021128249593903636,48,0.22582603723923103,6.4,32.8
QuoteDataBean,0.08710801393728224,0.06968641114982578,0.017421602787456445,20,5,25,0.000625796967260382,0.0005045767240889193,0.09742865963921844,0.23552308408010997,0.008008900988414398,0.015379640527597936,0.07944490650604108,0.06788374682028372,0.0006247817223426981,32.75,0.01649054035900189,120,0.20552772471613792,16.3,100.19999999999997
ServletException,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.0062717770034843206,0.0030133129641126224,0.002692251588895081,0.0,0.0010055043236877209,0.05683508834919859,0.0,2.0,0.0,0,1.0,0.0,9.0
TradeWebContextListener,0.0313588850174216,0.0,0.0313588850174216,0,9,9,0.0,0.0,0.0,0.009038838718716892,0.0024810627037784774,0.0017538639442880868,0.0,0.05626122386576776,0.0,0.0,0.005087291450263596,9,0.18582065090502825,14.1,0.0
ServletContextListener,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,0.00011237888442042236,0.002705389097510824,0.0,1.5294379622383604e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.5
Properties,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,0.00016482236381661945,0.0028100747479192527,0.0,2.2431756779495972e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,2.2
ServletContextEvent,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,5.993540502422525e-05,0.0026007034471023953,0.0,8.157002465271265e-06,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,0.8
AccountDataJSF,0.04878048780487805,0.0,0.04878048780487805,0,14,14,0.0,0.0,0.0,0.03609163635869296,0.0024810627037784774,0.016636200855588264,0.0,0.05626122386576776,0.0,0.0,0.011857672394320729,28,0.21181106886280532,40.300000000000004,0.0
ExternalContext,0.020905923344947737,0.020905923344947737,0.0,6,0,6,0.0,0.0,0.020905923344947737,0.00169326288944776,0.00302851918328461,0.0,0.00048411348099611684,0.059636897297713834,0.0,6.0,0.0,0,0.16666666666666669,0.0,7.199999999999999
Date,0.027874564459930314,0.027874564459930314,0.0,8,0,8,0.0,0.0,0.06692925314346311,0.029098190516585833,0.007700702487796704,0.0,0.0033296622550826743,0.060992213302273016,0.0,23.233333333333327,0.015488160721420693,7,0.2156278973046027,0.0,39.2
OrderData[],0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,0.0015645351250114818,0.0030247511930724573,0.0,0.000493049709626851,0.05738644834308312,0.0,2.0,0.0,0,0.5555555555555556,0.0,7.199999999999999
OrderData,0.027874564459930314,0.013937282229965157,0.013937282229965157,4,4,8,2.3756731073804245e-05,0.0,0.013937282229965157,0.026062597019112097,0.0037380544817237097,0.011103484740352923,0.0010267836976393348,0.05851167282039847,2.3756731073804245e-05,4.0,0.018700956866997128,12,0.25931760410992316,18.6,15.0
FinancialUtils,0.04878048780487805,0.020905923344947737,0.027874564459930314,6,8,14,0.002331002331002331,0.002558417192563534,0.044929396662387676,0.04638881298888696,0.0028276438661804133,0.02304002190283315,0.0005602534334127649,0.05967788078623885,0.002331002331002331,15.83333333333334,0.008558406355623981,27,0.2821014167720861,37.4,4.5
ExternalContextProducer,0.010452961672473868,0.0,0.010452961672473868,0,3,3,0.0,0.0,0.0,0.0005981616261499569,0.0024810627037784774,0.00021672475607464187,0.0,0.05626122386576776,0.0,0.0,0.0,0,0.4074074074074074,2.6999999999999997,0.0
FacesContext,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,2.7862388007340716e-05,0.00296343775958202,0.0,1.0336784864468526e-05,0.05738644834308312,0.0,2.0,0.0,0,0.7340720221606647,0.0,1.9000000000000001
HoldingData,0.020905923344947737,0.003484320557491289,0.017421602787456445,1,5,6,3.0457347530518262e-06,0.0,0.003484320557491289,0.023700647150293692,0.0027016346808793204,0.010573317218955389,0.0009504439504395427,0.05682383610442544,3.0457347530518262e-06,1.0,0.01759286456617346,7,0.5029385228190839,12.300000000000002,5.0
JSFLoginFilter,0.03484320557491289,0.0,0.03484320557491289,0,10,10,0.0,0.0,0.0,0.0008896817443788176,0.0024810627037784774,0.0003487743179123109,0.0,0.05626122386576776,0.0,0.0,0.0,0,0.10719821439642878,12.7,0.0
LoginValidator,0.03484320557491289,0.0,0.03484320557491289,0,10,10,0.0,0.0,0.0,0.001971090523431801,0.0024810627037784774,0.0010706371739755529,0.0,0.05626122386576776,0.0,0.0,0.0005751453086841288,2,0.10916151213602708,13.6,0.0
Validator,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,2.472114639297143e-05,0.0027136363913980426,0.0,9.336374939428294e-06,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.5
Pattern,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,2.472114639297143e-05,0.0027136363913980426,0.0,9.336374939428294e-06,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.5
Matcher,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,1.9776917114377143e-05,0.00266712165387413,0.0,7.469099951542633e-06,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.2
UIComponent,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,2.6369222819169522e-05,0.0027291413039060132,0.0,9.958799935390172e-06,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.6
FacesMessage,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,3.62576813763581e-05,0.0028221707789538395,0.0,1.3693349911161497e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,2.2
ValidatorException,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,1.648076426198095e-05,0.002636111828858188,0.0,6.224249959618849e-06,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.0
MarketSummaryJSF,0.03484320557491289,0.0,0.03484320557491289,0,10,10,0.0,0.0,0.0,0.02129442489245761,0.0024810627037784774,0.009175555234560356,0.0,0.05626122386576776,0.0,0.0,0.013900916906463294,21,0.24565445573989517,23.9,0.0
QuoteData[],0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,0.0010162071543387543,0.00315509572370327,0.0,0.0003005953928778226,0.05738644834308312,0.0,2.0,0.0,0,0.5555555555555556,0.0,7.199999999999999
MarketSummaryDataBean,0.05574912891986063,0.013937282229965157,0.041811846689895474,4,12,16,0.0026017826540474624,0.0031310153261372774,0.05405976137683455,0.07757927373668033,0.0029666194620374866,0.032517283838644835,0.005789486609093479,0.05867176807119419,0.0026081641935300475,17.000000000000004,0.014205985396465448,46,0.3571662695383916,38.199999999999996,8.7
QuoteData,0.0313588850174216,0.006968641114982578,0.024390243902439025,2,7,9,9.990009990009989e-05,9.746351209765844e-05,0.006968641114982578,0.04409264436923652,0.003211265142030336,0.021968198686670597,0.00032564500895097435,0.05738644834308312,9.990009990009989e-05,2.0,0.011445452302221123,11,0.3353188428294574,27.4,7.799999999999999
OrderDataJSF,0.03484320557491289,0.0,0.03484320557491289,0,10,10,0.0,0.0,0.0,0.005937968563400352,0.0024810627037784774,0.0020650118439423395,0.0,0.05626122386576776,0.0,0.0,0.005065259991517704,11,0.18519362062075764,17.3,0.0
PortfolioJSF,0.05226480836236934,0.0,0.05226480836236934,0,15,15,0.0,0.0,0.0,0.06646038898677487,0.0024810627037784774,0.03269729306253841,0.0,0.05626122386576776,0.0,0.0,0.010046402877442863,28,0.3403891353903468,47.8,0.0
HtmlDataTable,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,0.0009972412691251415,0.0027186689523781967,0.0,0.00033384154059500326,0.05738644834308312,0.0,2.0,0.0,0,0.5,0.0,3.2
FinancialUtils.computeGainPercent(totalValue,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,0.00022203111183846492,0.002498708461946545,0.0,7.603551603516341e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,0.4
FONT,0.10801393728222997,0.10801393728222997,0.0,31,0,31,0.0,0.0,0.0935583263742909,0.009000985415162243,0.014026828463627707,0.0,0.0026910710972201397,0.0737532479473447,0.0,39.2,0.00014708519767599065,2,0.03741066471432507,0.0,105.6
DecimalFormat,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.0062717770034843206,0.0008103078312516896,0.0027002370409413877,0.0,0.0002809712186785767,0.05683508834919859,0.0,2.0,0.0,0,1.0,0.0,2.2
IMG,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.03500526699619155,0.001836944320703169,0.002831949965785594,0.0,0.0006354602359394641,0.05743186690388548,0.0,11.95,0.023514938646316375,1,0.6490579626876677,0.0,4.8
QuoteJSF,0.04529616724738676,0.0,0.04529616724738676,0,13,13,0.0,0.0,0.0,0.008182355858889484,0.0024810627037784774,0.003192891085866812,0.0,0.05626122386576776,0.0,0.0,0.004079091217329044,18,0.09492067029062626,20.2,0.0
StringTokenizer,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,8.183761632846141e-05,0.0026063301157240645,0.0,2.227460734076213e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.2
TradeActionProducer,0.010452961672473868,0.0,0.010452961672473868,0,3,3,0.0,0.0,0.0,0.0013438694828850925,0.0024810627037784774,0.00032000825551215184,0.0,0.05626122386576776,0.0,0.0,0.010228652487837239,2,0.34475845770608227,3.4,0.0
TradeAppJSF,0.03832752613240418,0.0,0.03832752613240418,0,11,11,0.0,0.0,0.0,0.01884123010497092,0.0024810627037784774,0.007727253353932441,0.0,0.05626122386576776,0.0,0.0,0.01302808981886468,24,0.1963092606553599,24.9,0.0
NullPointerException,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,0.0001570729597633588,0.0025657481696854676,0.0,4.4923114520285504e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.0
TradeConfigJSF,0.05574912891986063,0.0,0.05574912891986063,0,16,16,0.0,0.0,0.0,0.03376898626967811,0.0024810627037784774,0.007075238290693925,0.0,0.05626122386576776,0.0,0.0,0.007624219985481401,24,0.22626993304908885,43.20000000000001,0.0
String[],0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.10426305668208907,0.006195847396701514,0.003882348237262589,0.0,0.0012652611663733014,0.05760969794289264,0.0,31.999999999999982,0.102252417998592,1,0.7592070172099381,0.0,10.8
Database,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,0.000672099204352868,0.0025982109316164802,0.0,9.871815262671086e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,2.4
ExplicitGC,0.04529616724738676,0.0,0.04529616724738676,0,13,13,0.0,0.0,0.0,0.0023078158730416767,0.0024810627037784774,0.0011250540029124625,0.0,0.05626122386576776,0.0,0.0,0.00026336142347300795,2,0.10804844044893715,19.0,0.0
ServletOutputStream,0.04878048780487805,0.04878048780487805,0.0,14,0,14,0.0,0.0,0.04878048780487805,0.000402527614534729,0.004532925920528542,0.0,0.0001408064249075809,0.06414342132936182,0.0,14.0,0.00011286918148843197,1,0.0862127465084403,0.0,19.2
HR,0.10104529616724739,0.10104529616724739,0.0,29,0,29,0.0,0.0,0.10104529616724739,0.001820535064309465,0.006865006720426497,0.0,0.0003955971767589337,0.072582604909227,0.0,29.0,2.5298264816372682e-05,1,0.03717818662711006,0.0,38.4
BR,0.05226480836236934,0.05226480836236934,0.0,15,0,15,0.0,0.0,0.05226480836236934,0.00032609390208891703,0.004609929900526034,0.0,0.00010871144665122532,0.06470603356801952,0.0,15.0,9.781995728997437e-05,1,0.06697983602738096,0.0,18.0
Runtime,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,2.8899817433995532e-05,0.0026475365012324815,0.0,9.810910973034558e-06,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.5
PingBean,0.020905923344947737,0.013937282229965157,0.006968641114982578,4,2,6,0.0,0.0,0.013937282229965157,0.0007217069220267548,0.003662265918566961,0.00021668470912220838,4.09619010484907e-05,0.058517298942785054,0.0,4.0,0.011448191170657231,9,0.23058598192662622,2.4,7.800000000000001
PingCDIBean,0.027874564459930314,0.010452961672473868,0.017421602787456445,3,5,8,0.00010964645110986574,0.00010964645110986574,0.010452961672473868,0.0007505488162630954,0.0029683030865706858,0.0002876891804369381,1.0257779727610327e-05,0.0579490605817408,0.00010964645110986574,3.0,0.003493788819875768,6,0.1668050848564349,6.1,3.5999999999999996
BeanManager,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.007964161274265804,1.5001676765054524e-05,0.0034737474382464557,0.0,4.014019493983861e-06,0.05684071447158517,0.0,2.5,0.0,0,1.0,0.0,2.4
InitialContext,0.0313588850174216,0.0313588850174216,0.0,9,0,9,0.0,0.0,0.07086420964813268,0.013971033442127558,0.0047733131212158745,0.0,0.005488446527670664,0.061508019578347804,0.0,22.833333333333332,0.001468726642369782,2,0.11834893084880717,0.0,18.6
CDI,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.007964161274265804,1.8752095956318155e-06,0.002605148295586975,0.0,5.017524367479827e-07,0.05684071447158517,0.0,2.5,0.0,0,1.0,0.0,0.3
PingCDIJSFBean,0.006968641114982578,0.0,0.006968641114982578,0,2,2,0.0,0.0,0.0,0.0005980925888171005,0.0024810627037784774,0.00021668470912220838,0.0,0.05626122386576776,0.0,0.0,0.0,0,0.5,2.4,0.0
